0J9mtVJ4_QGsXYVK8qJzOQ,3uIXuw878fNjxZ2Li1diFg,4.0
IKSmm5MzHF8cMhMolKaIOw,3k9treY8PmsZ42bKmuICgA,3.0
CjbfWpCRLbA-L_eS_ztd6Q,EK38MXW_OsC5CZVvIZodIw,5.0
i6V3NyTdkBVwPpH7r2BINA,YkAIlxYZ1guSqbbowU9X4g,4.0
lDtXjw6HWOxQT0owoM_1eA,h_ypoQ2rmwX8UGSmohsGiQ,4.0
Vz_JxxxK-I8lijMJjS-iYA,6xowh_GdOsRrz9QWN6nMxA,4.0
87-KPVeEqoMpPez8d26jKg,Ycp3Agr7dt71TZkeKV7jng,4.0
CSxe7cFEyfTClJolLYqhUA,F-bdXFkJwwENiNpMTG2ntQ,2.0
qLq9eedYCLaXjcy2XfZQcQ,js9rQZAlA5rr7oSBRRcCDw,4.0
Plqi4pG84PA_vBM8OfDPDg,q9_gLvTNf11etVxbH7JY0Q,5.0
lWZD7nGTxY8DDvIPCORxCg,NOz8W_cUV3Dw5yLgFkKLGw,5.0
bQq_MDhKtTCh9xZsttBV8A,F-bdXFkJwwENiNpMTG2ntQ,2.0
pJYRi9MB06aiuL-w8Ms-Og,WVAvGK24DQ9FdsEHBqIygQ,3.0
GxzhQZokFig02SwfVhGQlA,-ICGmF2qUVKdvOehVNgPbg,5.0
qLkmShQi5TilOST6C0pYSg,q9_gLvTNf11etVxbH7JY0Q,5.0
1LpChUg-0EqRKRKzL4ogYA,sKrt4CMGyG8YAjxVkk4hPQ,4.0
qwvqOG9UoClcR4iFnmAPHw,WVAvGK24DQ9FdsEHBqIygQ,3.0
PGx4HvY5joEeqXzam6tO7A,F-bdXFkJwwENiNpMTG2ntQ,3.0
U5YQX_vMl_xQy8EQDqlNQQ,GEvolb_U74NXgfgdxrVtyQ,4.0
PGeiszoVusiv0wTHVdWklA,-ICGmF2qUVKdvOehVNgPbg,3.0
kw-YtOKPXrRB2a9wRZlmzQ,aHQOfN-PRlx_4dnJ6fPZXA,4.0
j9mqr1_BHBj9t_pNdiDd8g,CsS9WsonGYyE3vINi5bxSg,3.0
AOyx5wLOfgYBKoZ6v7SHlA,GHUHWAaVjKDn74r50EKKMA,5.0
_hEq9HDEjWfJJmMIyEy0wQ,9yrAfE46k-_kqg4ULHu8Vw,4.0
dqKGX-Zz61Cz62S86mHNmg,gy5pr5bFAjOL5rERSdMCLg,3.0
IgPXs-Vpd3p_POXau4szFg,EK38MXW_OsC5CZVvIZodIw,3.0
DkvaAV7F4Y_rw040k0XGvQ,Z5kjUEm1A18l864gb3XA8A,2.0
aX6_Pf3njB-H3FrqgnNJ2g,GEvolb_U74NXgfgdxrVtyQ,4.0
1qXF97Qrv2BVVL4geyadDg,6xowh_GdOsRrz9QWN6nMxA,4.0
CQ67NJigSe5-uBDX3b_CUw,c35qzLN6ItDpVIoj2uQW4Q,4.0
dnb5YD_qxGybsARPG3bQ0g,bRntmjztJ4dFDA_LYiEECw,4.0
b7l5ZDcKOFbm6zA71MQynw,WVAvGK24DQ9FdsEHBqIygQ,5.0
KYV3TpJiJB2LGN9umfmsHg,-ICGmF2qUVKdvOehVNgPbg,5.0
FEg8v92qx3kK4Hu4TF28Fg,q9_gLvTNf11etVxbH7JY0Q,5.0
gS4QCL6j_umAyfJXBGAZJQ,OIdOJaNS8M624F58XGV3PQ,4.0
jwctwzboGhQmtC50Juxa9A,GEvolb_U74NXgfgdxrVtyQ,5.0
FvbGyxLS58q9ezyNdjzxqw,EWmwbOm_4UhOtvLaBzHpPA,4.0
z4PBmnPcQnjB92Jyd9CRZw,CsS9WsonGYyE3vINi5bxSg,4.0
eYZ-ZrGHy7s8ynvsWMjO-w,EK38MXW_OsC5CZVvIZodIw,3.0
8d3sjUvNdekV0BJfxgjQmw,mES9E5K4HbYoPFXGv0pUuw,4.0
BwwqlPVsJk1dbUyNwCWB7Q,cisqOxAgQPjVVr9Yzk8_dw,4.0
HV6pgnVdongJWet-dUjSpQ,c35qzLN6ItDpVIoj2uQW4Q,5.0
LB5ViGU59ww2XRCx803t0w,mUUTJY9_BqmAYxypHiqWrw,5.0
XNbrAATnVNAg1eTjMjn-pA,-ICGmF2qUVKdvOehVNgPbg,5.0
TZQSUDDcA4ek5gBd6BzcjA,6eRSdODyj9GS0w6zlhrWkg,4.0
2puNEs4P-Scvsqvgi1HLyg,ejKXczjEkm1gzyRdblQm8w,5.0
Ko4y7jIissMR8ZGQlMdpaA,CsS9WsonGYyE3vINi5bxSg,1.0
Zd3wzNdevk15CwMIJdbjZw,AED5R0yXVzJvWAGEqWBG4A,4.0
CQ67NJigSe5-uBDX3b_CUw,_u1Bq7QsgMUXSMex8QHqLQ,4.0
Tjv5bBtJ-Z_CLiY-rheG2g,c35qzLN6ItDpVIoj2uQW4Q,5.0
UwaWaPfhe4ausLjH_OxGWA,F-bdXFkJwwENiNpMTG2ntQ,3.0
_VtgrnnPVIE3ahJ2R8RW6Q,5Qoq8cif3nMCQUN-urH8YA,2.0
1qXF97Qrv2BVVL4geyadDg,bRntmjztJ4dFDA_LYiEECw,4.0
0l3x4EgoWVYdla3CPpAKag,3xUoXuEgJhHlSgBsSfKeCQ,4.0
m5b84-nPPVNLlDtZyVGZ3w,ejKXczjEkm1gzyRdblQm8w,4.0
Vz_JxxxK-I8lijMJjS-iYA,AED5R0yXVzJvWAGEqWBG4A,5.0
bjFG1IviPp_9Ae9WwAvHqg,6xowh_GdOsRrz9QWN6nMxA,3.0
lWZD7nGTxY8DDvIPCORxCg,e59uNE07Gf-yrIl4rX3KZw,3.0
wXdrUQg4-VkSZH1FG4Byzw,_u1Bq7QsgMUXSMex8QHqLQ,2.0
8OGWYYJYGl8pLn9N6cXjxA,O-uIEuv7JLUHajkemx_sVw,3.0
HayR3lpFCN5DhZ-RQAOIUw,c78Pat78fVUBFPXYeVvbaQ,4.0
UwaWaPfhe4ausLjH_OxGWA,-Tpo5r3kF_z4iilx8JXhvA,4.0
o4nYy2SFROGcBPXt762TEw,c78Pat78fVUBFPXYeVvbaQ,5.0
Gsa-MeZ0IybuuXinFZUVGg,OIdOJaNS8M624F58XGV3PQ,4.0
yJaaQqzlcIdRIJD5w1lJag,3D-FJxp8bsBzm3zJVqs92g,3.0
swx0FJkZWb6nVP58ZsMl7w,ejKXczjEkm1gzyRdblQm8w,2.0
ATvRfVqa36rMY3O9p1YwLg,e59uNE07Gf-yrIl4rX3KZw,4.0
BwwqlPVsJk1dbUyNwCWB7Q,PlNwT37ZahtL-3GRHQ7mVg,3.0
TibBhm-fbksozIDFD8wjPQ,q9_gLvTNf11etVxbH7JY0Q,5.0
1fNQRju9gmoCEvbPQBSo7w,aHQOfN-PRlx_4dnJ6fPZXA,4.0
JNIQzSzS6GZPv8mPBscJeA,Ycp3Agr7dt71TZkeKV7jng,3.0
0uacsMYppmm3Kl1bpWIOxQ,OXW2erFOPT-Oov6wChxWYA,5.0
k6AIp3UhjeTErmR2NZUFYQ,EK38MXW_OsC5CZVvIZodIw,3.0
wvjcjOdVAcvJ-6Lc4Yn9-Q,EgrW38gqGcNH2tKdRd_XZQ,3.0
Krt9eSuNGRywDhHNQcKXaQ,zJIv1GZogXv8j__XRyVi6A,1.0
7eKtHkxxWvI465WbDJj4dw,02BXFKzu1rgaYulNGYvi6g,2.0
CjbfWpCRLbA-L_eS_ztd6Q,-Tpo5r3kF_z4iilx8JXhvA,3.0
U1fqtN3FXMPHNafXq4C9nA,mES9E5K4HbYoPFXGv0pUuw,1.0
pqKLdPXMFk7lfajQPxM_6w,bRntmjztJ4dFDA_LYiEECw,5.0
06TjiB7kFn_XnlhxkiEKwQ,3uIXuw878fNjxZ2Li1diFg,1.0
u3mM0u8DokmP2iGpGZsyPQ,cisqOxAgQPjVVr9Yzk8_dw,1.0
aPem60herPJilZDXPIUw2g,z8H4Mdzl4jS9pYswj6Jf9w,4.0
jz1_R_ilTsC-Kqc04oa3IA,3uIXuw878fNjxZ2Li1diFg,2.0
CBMGR5XJedQOyXfDnS9KMw,e59uNE07Gf-yrIl4rX3KZw,3.0
O3pSxv1SyHpY4qi4Q16KzA,_u1Bq7QsgMUXSMex8QHqLQ,4.0
eL78gGQ30AlbVHCKQEpcoA,GHUHWAaVjKDn74r50EKKMA,4.0
pqKLdPXMFk7lfajQPxM_6w,c78Pat78fVUBFPXYeVvbaQ,4.0
6zsuSuLEwhUNHEWSDJqt-Q,YkAIlxYZ1guSqbbowU9X4g,3.0
P2E31XC7SP4v_3hXC2o0Xw,3k9treY8PmsZ42bKmuICgA,2.0
FwgT_pZzsLCRPROEonT0fQ,3uIXuw878fNjxZ2Li1diFg,2.0
DkvaAV7F4Y_rw040k0XGvQ,EK38MXW_OsC5CZVvIZodIw,4.0
swx0FJkZWb6nVP58ZsMl7w,zrYpLdnGKA_EmOhgRCy_vg,5.0
dTeSvET2SR5LDF_J07wJAQ,Ycp3Agr7dt71TZkeKV7jng,5.0
0IwZb1ePNpSVYcCdMtGoQw,Ycp3Agr7dt71TZkeKV7jng,4.0
Kj9cFO70zZOQorN0mgeLWA,CsS9WsonGYyE3vINi5bxSg,3.0
mrru6hbeQLvagU4vkfuqmw,Ycp3Agr7dt71TZkeKV7jng,5.0
242-DHMPDzfjYrb45dd9ZQ,-PKUAor_Nz_IaNjP_jIwyA,5.0
Jt1zgNmwz_jheOSmEsljPQ,q9_gLvTNf11etVxbH7JY0Q,5.0
rh3tUclwdLbvgGryQcTjNw,Ycp3Agr7dt71TZkeKV7jng,3.0
4sGwJy5Oplz8QXLgD8dr2w,F-bdXFkJwwENiNpMTG2ntQ,3.0
FwgT_pZzsLCRPROEonT0fQ,3uIXuw878fNjxZ2Li1diFg,1.0
BwwqlPVsJk1dbUyNwCWB7Q,LCb2moBNkcBto_32rmZJ5A,5.0
YpHLnlPF-Z9HFNe-BvRgOg,EK38MXW_OsC5CZVvIZodIw,4.0
3K45qlfaa36OQrTthHwJgQ,sKrt4CMGyG8YAjxVkk4hPQ,5.0
xecuSgvqSEQ9Fee_zk6WDw,EK38MXW_OsC5CZVvIZodIw,5.0
O3q-nwYZykMmacxjru01Zg,GEvolb_U74NXgfgdxrVtyQ,4.0
t-0_us3OTzs_ZhKy6fcamg,WVAvGK24DQ9FdsEHBqIygQ,5.0
-ILapEusonY1QHyJPvUk2A,ybbcg01-j7tKJ_oLEY1uPQ,4.0
BOijsp9rwVGS4ScmOMf9bg,GHUHWAaVjKDn74r50EKKMA,3.0
Q9mA60HnY87C1TW5kjAZ6Q,rl137V_5Hx0cJAV4beVdhA,5.0
4dIxMP5--LX1X0i3s3PIAA,ybbcg01-j7tKJ_oLEY1uPQ,4.0
fiz9Y2dagXIEq0w8FGOGnQ,qhagbvK-Pv4cGGghJ7gXBA,4.0
eMcT_F41kJzVtAiTPDzIUA,5dy8OiWJty9AuxBcBzeBZQ,5.0
JqY7eDmwwtjSYJaUqv0Izg,mUUTJY9_BqmAYxypHiqWrw,4.0
AgWz3sUCZawYG_szu7Bx3A,3uIXuw878fNjxZ2Li1diFg,5.0
WOOXfw8QnK1aCbXYNdg3Kw,cisqOxAgQPjVVr9Yzk8_dw,4.0
QnCibA0ZM7b1rjnhmnKS9Q,e59uNE07Gf-yrIl4rX3KZw,4.0
DkvaAV7F4Y_rw040k0XGvQ,ejKXczjEkm1gzyRdblQm8w,4.0
X2HzPyMzRFDNYDgUZ8vvAg,F-bdXFkJwwENiNpMTG2ntQ,2.0
HayR3lpFCN5DhZ-RQAOIUw,0BW6h-igJinzbqc-prYUaQ,5.0
WeVkkF5L39888IPPlRhNpg,Ycp3Agr7dt71TZkeKV7jng,5.0
ea3HFxRRo4gZOmlDle8IPA,OXW2erFOPT-Oov6wChxWYA,3.0
CkqmyV3UWUd70oM3F-PahQ,-PKUAor_Nz_IaNjP_jIwyA,4.0
kilYR6-636Evw11BOkxpQQ,9yrAfE46k-_kqg4ULHu8Vw,4.0
Qku2_2s2rXOj5BxkuHp0EA,zrYpLdnGKA_EmOhgRCy_vg,4.0
-ILapEusonY1QHyJPvUk2A,fN_I3jP7RD2llubTvhXtKQ,5.0
jwctwzboGhQmtC50Juxa9A,EK38MXW_OsC5CZVvIZodIw,4.0
Fsl7fnXttgugpoyuCJ0zkg,AED5R0yXVzJvWAGEqWBG4A,5.0
jG7130OQWiftvHhtyabsog,q9_gLvTNf11etVxbH7JY0Q,5.0
9-oFF_fYUJEfpm_Gm9fMAQ,3uIXuw878fNjxZ2Li1diFg,2.0
w9VSbG6bWPflax5_gwt6pg,sKrt4CMGyG8YAjxVkk4hPQ,4.0
P8WKdwdpRZ4F1SMTLAL_nw,02BXFKzu1rgaYulNGYvi6g,4.0
vbvGTfxCNPU0Owja1h-_MQ,OXW2erFOPT-Oov6wChxWYA,3.0
5AKt52TW50eWHk9Ia03uzg,3xUoXuEgJhHlSgBsSfKeCQ,4.0
EYl9YolYM7ciJy1N4xJSfA,OIdOJaNS8M624F58XGV3PQ,2.0
i-PZwf519Vu4ybNt9D8oEA,ejKXczjEkm1gzyRdblQm8w,4.0
3RU_U3HdYU3AOs_r9rgoBg,3D-FJxp8bsBzm3zJVqs92g,4.0
1nTGhcG7qqL4qNR8pBwc3w,mUUTJY9_BqmAYxypHiqWrw,5.0
KgFOJnWXxVuz0b-xfo6jjw,aRqxT28Tdz2aDiZ7Vkyejw,4.0
7cHcDwzMSJMRaI_pgFNeZQ,ybbcg01-j7tKJ_oLEY1uPQ,4.0
Au2Xa-y-NOSCAiv0Pl7gig,GHUHWAaVjKDn74r50EKKMA,2.0
u3mM0u8DokmP2iGpGZsyPQ,zrYpLdnGKA_EmOhgRCy_vg,4.0
HkKyQY5bh57z7vhmFAZj5w,9yrAfE46k-_kqg4ULHu8Vw,4.0
4D6LLuJfao_eHGA6XZR-bA,6xowh_GdOsRrz9QWN6nMxA,4.0
vs8aSP9ArwqAlb0LeCnFeQ,LCb2moBNkcBto_32rmZJ5A,4.0
srFEzTF-89_TipnEEs8ATg,fN_I3jP7RD2llubTvhXtKQ,5.0
QRsuZ_LqrRU65dTs5CL4Lw,AED5R0yXVzJvWAGEqWBG4A,5.0
uz5-sq6wHrXScrIWb8r1Mg,EK38MXW_OsC5CZVvIZodIw,2.0
uBa9mHcIZ_vC_6skmIhiJA,3xUoXuEgJhHlSgBsSfKeCQ,4.0
nDQEwuw5u6iQHYXEsQXsxg,NOz8W_cUV3Dw5yLgFkKLGw,2.0
bz3Reh0S84qJjAAB_hpl3A,IE1lzZvdD9UnGeB1kXjuOQ,5.0
at0QjRaQpVlhXT8SbjGE1w,aHQOfN-PRlx_4dnJ6fPZXA,5.0
OwUN6CD6q_TKGDBLUpt7Og,-Tpo5r3kF_z4iilx8JXhvA,3.0
2pVj1Hid6_Iq3Th9xI0aOQ,AED5R0yXVzJvWAGEqWBG4A,5.0
JjrpeIkmuhk9Ab_5HEsqyw,9yrAfE46k-_kqg4ULHu8Vw,4.0
06TjiB7kFn_XnlhxkiEKwQ,KUlm5OuKYJ6nGj0EUwcY9w,3.0
_uyl_vUs7HEhuif8yBmLyQ,q9_gLvTNf11etVxbH7JY0Q,5.0
kYKSQELBdsV6qmO3f_cl1w,fN_I3jP7RD2llubTvhXtKQ,3.0
HTmMgR-wba0xSGSCZIV3kA,5nyKUHibR4GCs6ojVljFdA,4.0
S5pV8NkyrG5z6FHTmcjCzA,Z5kjUEm1A18l864gb3XA8A,4.0
O0evs8847ecEkeFMEuK4PA,F-bdXFkJwwENiNpMTG2ntQ,2.0
RVuGMBDgPegZ7ANlPF2dOQ,cisqOxAgQPjVVr9Yzk8_dw,3.0
nYn04MRlJwUhMy3p4iH3ow,y-Iw6dZflNix4BdwIyTNGA,3.0
L7XRBaW5T1TWHxUqMINciw,02BXFKzu1rgaYulNGYvi6g,3.0
FWDwuX8k8dwUICg8EG9dUQ,XZxJ4fG-4a3PP9VP5jvDWw,4.0
G-6X-llgA_qAxGxocykHzQ,EgrW38gqGcNH2tKdRd_XZQ,3.0
P2E31XC7SP4v_3hXC2o0Xw,6xowh_GdOsRrz9QWN6nMxA,3.0
2Ty2wSzp-qumjUL1dL-1Nw,Z5kjUEm1A18l864gb3XA8A,4.0
Vqp0dpug9Db-kFHO3PkAaQ,EK38MXW_OsC5CZVvIZodIw,4.0
XjkgUNYAqnVcuFmU53xP2Q,mES9E5K4HbYoPFXGv0pUuw,4.0
O3pSxv1SyHpY4qi4Q16KzA,ujPuhQdg8-GCJQg6BoRJtA,3.0
4xyYBC5MIe-GfDj6kAdAFw,q9_gLvTNf11etVxbH7JY0Q,5.0
9LG2j-NdUzYpG2zyLW5erw,zrYpLdnGKA_EmOhgRCy_vg,4.0
DTl0SQ_9ApT_YhIcppwqgw,6xowh_GdOsRrz9QWN6nMxA,2.0
IKSmm5MzHF8cMhMolKaIOw,rl137V_5Hx0cJAV4beVdhA,4.0
vyAkrxESZM9irxCXw_BvzA,02BXFKzu1rgaYulNGYvi6g,3.0
0IwZb1ePNpSVYcCdMtGoQw,qhagbvK-Pv4cGGghJ7gXBA,4.0
gx9FnHE39rXTEeRx5Fb8wg,zJIv1GZogXv8j__XRyVi6A,2.0
69y7eZP22sPr6fJ_fxGB9g,YkAIlxYZ1guSqbbowU9X4g,4.0
uBa9mHcIZ_vC_6skmIhiJA,xVHzCbDWCwmyavF5PgJRmg,3.0
xXyZPAbfQzYTCig7jnZO0A,js9rQZAlA5rr7oSBRRcCDw,2.0
KPAWdZ1oAcX7IXcBDvupWA,h_ypoQ2rmwX8UGSmohsGiQ,2.0
5L6jkxWlbBO3YWP6kQ2VrQ,6xowh_GdOsRrz9QWN6nMxA,4.0
73-0YwihQK87y7oH_pO_1w,qhagbvK-Pv4cGGghJ7gXBA,4.0
Goa5tRkCURz-53WZAABBEw,a9aW5e731lplWGHUZ02-zQ,3.0
jXedsbxoX7EoiJOOBH7DJA,9yrAfE46k-_kqg4ULHu8Vw,5.0
jlu4CztcSxrKx56ba1a5AQ,rl137V_5Hx0cJAV4beVdhA,5.0
rEsBrt6U7i8O4rC81lV6NQ,fN_I3jP7RD2llubTvhXtKQ,5.0
tQHPuMvQDT29bZyci2q2Pw,c78Pat78fVUBFPXYeVvbaQ,5.0
tjTrsF-CpDnTcclX-3sCTw,z8H4Mdzl4jS9pYswj6Jf9w,3.0
qNiQbJRKCmcf59FqY-pWUw,fN_I3jP7RD2llubTvhXtKQ,3.0
uoeENUO7Bkw5OwO_KHV-Rg,c35qzLN6ItDpVIoj2uQW4Q,5.0
3Ml2JhGnCWjb3Migca1O4A,aRqxT28Tdz2aDiZ7Vkyejw,4.0
xotSWLK2liRhww_dHDa14Q,-ICGmF2qUVKdvOehVNgPbg,5.0
hFy3pG3uBnWbzYk79nntVQ,5nyKUHibR4GCs6ojVljFdA,4.0
z4PBmnPcQnjB92Jyd9CRZw,3uIXuw878fNjxZ2Li1diFg,3.0
RVuGMBDgPegZ7ANlPF2dOQ,rl137V_5Hx0cJAV4beVdhA,4.0
QpPyU7gK5vCZmc57QZxLoQ,5nyKUHibR4GCs6ojVljFdA,3.0
dwUMt2JL6Yxaj8iGRTJzQg,EgrW38gqGcNH2tKdRd_XZQ,5.0
UGnUriMZaAzzyu5KT8viKg,OXW2erFOPT-Oov6wChxWYA,4.0
pFCb-1j6oI3TDjr26h2cJQ,cisqOxAgQPjVVr9Yzk8_dw,3.0
SVC0CajvmYfH5uAq4JnGvg,Ycp3Agr7dt71TZkeKV7jng,4.0
zCnJQKvZgET4llBbJD1aiw,Ycp3Agr7dt71TZkeKV7jng,5.0
uGe2SkX3qd6WOfcvcVm9sw,h_ypoQ2rmwX8UGSmohsGiQ,4.0
uBa9mHcIZ_vC_6skmIhiJA,F-bdXFkJwwENiNpMTG2ntQ,2.0
q4O6ty6-tMeG1nc0Vi4hAw,c78Pat78fVUBFPXYeVvbaQ,5.0
VHc1yqBhsE-l3JQFXuWydQ,Ycp3Agr7dt71TZkeKV7jng,4.0
PGeiszoVusiv0wTHVdWklA,fN_I3jP7RD2llubTvhXtKQ,2.0
Plqi4pG84PA_vBM8OfDPDg,-ICGmF2qUVKdvOehVNgPbg,4.0
ic-tyi1jElL_umxZVh8KNA,aRqxT28Tdz2aDiZ7Vkyejw,3.0
U-Jeag9UdHNNGOkA7VkWCg,aRqxT28Tdz2aDiZ7Vkyejw,3.0
vs8aSP9ArwqAlb0LeCnFeQ,aRqxT28Tdz2aDiZ7Vkyejw,5.0
yL60onlTh1BmJKVLli_K3g,z8H4Mdzl4jS9pYswj6Jf9w,3.0
uf95iifC_TQ-DtDs0rtiXg,fN_I3jP7RD2llubTvhXtKQ,4.0
Kt-dsblXQnsUv3GjA_DFvg,5dy8OiWJty9AuxBcBzeBZQ,4.0
qIIWAMJ_LwlJi0fntUpsjg,02BXFKzu1rgaYulNGYvi6g,2.0
O-CJSgFUDt0LqqsGA2zKqg,ejKXczjEkm1gzyRdblQm8w,4.0
3K45qlfaa36OQrTthHwJgQ,OXW2erFOPT-Oov6wChxWYA,3.0
kYIODM8u94H7IyHY806CAA,-ICGmF2qUVKdvOehVNgPbg,5.0
veqfgg2AkKs_L70fx1Quag,0BW6h-igJinzbqc-prYUaQ,3.0
Ao-6FYE29-I8WwPg67806A,y-Iw6dZflNix4BdwIyTNGA,4.0
hUTnmW9QkmnjzQlpcV-4Ew,js9rQZAlA5rr7oSBRRcCDw,5.0
mj22XHVEWOe-mRh7GFuD9Q,9_CGhHMz8698M9-PkVf0CQ,4.0
jz1_R_ilTsC-Kqc04oa3IA,-Tpo5r3kF_z4iilx8JXhvA,3.0
R-xGsTpwlwuOe_vAbg_aeA,9_CGhHMz8698M9-PkVf0CQ,1.0
hFvLG_m26hYMx1UGQSpaEg,AED5R0yXVzJvWAGEqWBG4A,3.0
d8Nz9m-8pYosZKPjd9yNBA,z8H4Mdzl4jS9pYswj6Jf9w,5.0
TibBhm-fbksozIDFD8wjPQ,c35qzLN6ItDpVIoj2uQW4Q,4.0
gS4QCL6j_umAyfJXBGAZJQ,EWmwbOm_4UhOtvLaBzHpPA,3.0
PGeiszoVusiv0wTHVdWklA,AED5R0yXVzJvWAGEqWBG4A,4.0
